user_id,signup_date,city,device,acquisition_channel,user_type
U05587,2023-09-17,Bengaluru,Android,Paid Search,Returning
U05588,2024-12-29,Delhi,Android,Organic,New
U05589,2024-12-12,Mumbai,Android,Organic,New
U05590,2024-04-11,Hyderabad,Android,Referral,Returning
U05591,2024-11-11,Mumbai,Android,Paid Search,New
U05592,2023-10-07,Kolkata,iOS,Organic,Returning
U05593,2024-07-19,Hyderabad,Android,Referral,Returning
U05594,2024-11-18,Delhi,Android,Paid Social,New
U05595,2024-08-11,Mumbai,Android,Paid Search,Returning
U05596,2023-02-02,Hyderabad,iOS,Paid Search,Returning
U05597,2023-02-22,Kolkata,Android,Paid Social,Returning
U05598,2024-12-23,Delhi,Android,Organic,New
U05599,2023-02-01,Mumbai,Android,Referral,Returning
U05600,2025-01-01,Delhi,Android,Paid Social,New
U05601,2024-10-11,Hyderabad,Android,Paid Search,New
U05602,2024-12-20,Kolkata,iOS,Paid Social,New
U05603,2023-02-17,Kolkata,iOS,Referral,Returning
U05604,2023-05-27,Bengaluru,Android,Organic,Returning
U05605,2024-12-12,Bengaluru,Android,Organic,New
U05606,2024-09-07,Hyderabad,Android,Paid Social,New
U05607,2024-11-27,Mumbai,iOS,Organic,New
U05608,2023-12-02,Kolkata,iOS,Paid Social,Returning
U05609,2024-09-11,Delhi,Android,Paid Search,New
U05610,2023-11-27,Hyderabad,Android,Organic,Returning
U05611,2024-11-27,Hyderabad,Android,Organic,New
U05612,2023-05-19,Bengaluru,iOS,Paid Social,Returning
U05613,2024-11-05,Bengaluru,Android,Organic,New
U05614,2023-09-24,Hyderabad,Android,Organic,Returning
U05615,2023-02-27,Bengaluru,Android,Paid Search,Returning
U05616,2024-12-04,Hyderabad,Android,Organic,New
U05617,2024-11-06,Mumbai,iOS,Paid Search,New
U05618,2023-01-30,Delhi,Android,Referral,Returning
U05619,2024-09-03,Delhi,Android,Paid Social,Returning
U05620,2024-12-13,Kolkata,Android,Paid Search,New
U05621,2024-10-21,Hyderabad,Android,Organic,New
U05622,2024-10-31,Hyderabad,Android,Referral,New
U05623,2024-07-14,Hyderabad,iOS,Referral,Returning
U05624,2023-10-11,Mumbai,Android,Paid Social,Returning
U05625,2024-10-08,Kolkata,Android,Organic,New
U05626,2023-08-30,Mumbai,Android,Organic,Returning
U05627,2024-08-27,Mumbai,Android,Organic,Returning
U05628,2023-12-04,Delhi,iOS,Organic,Returning
U05629,2024-12-18,Delhi,Android,Organic,New
U05630,2024-12-07,Hyderabad,iOS,Referral,New
U05631,2024-10-19,Delhi,iOS,Organic,New
U05632,2024-12-27,Hyderabad,iOS,Organic,New
U05633,2024-12-24,Kolkata,Android,Referral,New
U05634,2024-09-05,Delhi,Android,Referral,New
U05635,2024-11-30,Bengaluru,iOS,Organic,New
U05636,2024-03-07,Mumbai,iOS,Organic,Returning
U05637,2024-09-08,Bengaluru,Android,Paid Social,New
U05638,2023-11-28,Hyderabad,iOS,Referral,Returning
U05639,2025-01-01,Mumbai,Android,Paid Search,New
U05640,2023-03-31,Mumbai,Android,Paid Search,Returning
U05641,2024-12-30,Mumbai,Android,Paid Social,New
U05642,2023-02-12,Mumbai,Android,Paid Social,Returning
U05643,2024-09-16,Delhi,Android,Organic,Returning
U05644,2024-09-28,Delhi,Android,Paid Search,New
U05645,2023-03-22,Delhi,Android,Referral,Returning
U05646,2024-11-22,Kolkata,Android,Paid Social,New
U05647,2024-08-13,Bengaluru,iOS,Organic,Returning
U05648,2024-10-18,Delhi,Android,Paid Social,New
U05649,2024-10-02,Bengaluru,Android,Paid Social,New
U05650,2024-10-28,Delhi,Android,Organic,New
U05651,2024-05-27,Bengaluru,Android,Organic,Returning
U05652,2024-09-20,Hyderabad,Android,Organic,New
U05653,2024-06-19,Bengaluru,Android,Referral,Returning
U05654,2024-09-25,Mumbai,iOS,Organic,New
U05655,2024-09-26,Delhi,Android,Paid Social,New
U05656,2024-12-06,Delhi,Android,Paid Search,New
U05657,2024-04-04,Bengaluru,Android,Referral,Returning
U05658,2024-09-26,Hyderabad,Android,Referral,Returning
U05659,2024-11-20,Kolkata,Android,Referral,New
U05660,2023-02-13,Bengaluru,Android,Referral,Returning
U05661,2024-10-31,Kolkata,Android,Organic,New
U05662,2024-09-13,Delhi,iOS,Organic,New
U05663,2024-09-16,Mumbai,Android,Organic,New
U05664,2024-09-08,Hyderabad,Android,Paid Search,New
U05665,2024-12-06,Bengaluru,Android,Organic,New
U05666,2023-09-15,Delhi,Android,Paid Search,Returning
U05667,2024-10-03,Bengaluru,iOS,Organic,New
U05668,2023-07-19,Hyderabad,Android,Paid Social,Returning
U05669,2023-03-14,Delhi,iOS,Organic,Returning
U05670,2023-05-23,Kolkata,Android,Organic,Returning
U05671,2024-09-10,Delhi,Android,Paid Search,Returning
U05672,2023-07-12,Kolkata,Android,Paid Search,Returning
U05673,2024-09-14,Bengaluru,iOS,Referral,New
U05674,2024-09-14,Mumbai,Android,Paid Search,New
U05675,2024-09-10,Delhi,iOS,Paid Social,New
U05676,2024-08-12,Bengaluru,Android,Organic,Returning
U05677,2024-09-04,Bengaluru,Android,Organic,New
U05678,2023-03-31,Mumbai,Android,Paid Social,Returning
U05679,2024-10-02,Bengaluru,Android,Organic,Returning
U05680,2024-12-17,Mumbai,Android,Paid Social,New
U05681,2024-05-14,Kolkata,Android,Referral,Returning
U05682,2024-12-02,Delhi,iOS,Organic,New
U05683,2024-12-19,Bengaluru,Android,Paid Social,New
U05684,2024-09-11,Bengaluru,Android,Paid Search,Returning
U05685,2024-10-28,Bengaluru,Android,Organic,New
U05686,2024-11-25,Delhi,Android,Paid Search,New
U05687,2024-10-13,Hyderabad,Android,Paid Search,New
U05688,2024-10-08,Delhi,Android,Referral,New
U05689,2024-03-23,Bengaluru,Android,Organic,Returning
U05690,2023-01-27,Mumbai,Android,Paid Social,Returning
U05691,2024-11-25,Delhi,Android,Organic,New
U05692,2024-10-20,Mumbai,iOS,Organic,New
U05693,2024-11-15,Kolkata,Android,Paid Search,New
U05694,2024-08-05,Delhi,Android,Paid Social,Returning
U05695,2023-11-27,Mumbai,iOS,Paid Social,Returning
U05696,2024-09-29,Hyderabad,Android,Referral,New
U05697,2024-10-19,Hyderabad,Android,Organic,New
U05698,2023-06-09,Hyderabad,Android,Paid Search,Returning
U05699,2024-07-08,Hyderabad,Android,Organic,Returning
U05700,2024-11-23,Mumbai,Android,Paid Social,New
U05701,2023-10-07,Mumbai,Android,Organic,Returning
U05702,2024-10-10,Hyderabad,Android,Organic,New
U05703,2024-09-24,Hyderabad,Android,Paid Social,New
U05704,2024-02-20,Mumbai,Android,Organic,Returning
U05705,2024-11-26,Delhi,Android,Paid Social,New
U05706,2024-11-09,Hyderabad,Android,Referral,New
U05707,2023-01-10,Bengaluru,Android,Paid Search,Returning
U05708,2023-12-23,Bengaluru,iOS,Paid Search,Returning
U05709,2024-10-03,Delhi,Android,Referral,New
U05710,2024-07-10,Bengaluru,iOS,Paid Social,Returning
U05711,2023-03-23,Mumbai,Android,Organic,Returning
U05712,2024-11-23,Bengaluru,Android,Paid Social,New
U05713,2024-07-22,Mumbai,Android,Paid Search,Returning
U05714,2023-10-31,Mumbai,Android,Paid Social,Returning
U05715,2024-11-16,Bengaluru,Android,Paid Search,New
U05716,2024-09-09,Bengaluru,Android,Organic,New
U05717,2023-08-10,Mumbai,iOS,Paid Social,Returning
U05718,2024-01-31,Hyderabad,iOS,Organic,Returning
U05719,2024-09-17,Delhi,iOS,Referral,New
U05720,2024-12-04,Bengaluru,Android,Paid Social,New
U05721,2024-06-26,Delhi,Android,Referral,Returning
U05722,2024-09-21,Bengaluru,iOS,Organic,New
U05723,2024-11-03,Bengaluru,Android,Paid Search,New
U05724,2023-11-24,Kolkata,Android,Organic,Returning
U05725,2024-04-03,Bengaluru,Android,Organic,Returning
U05726,2024-01-04,Bengaluru,Android,Organic,Returning
U05727,2024-07-30,Kolkata,Android,Paid Search,Returning
U05728,2024-10-18,Mumbai,Android,Paid Search,New
U05729,2023-06-01,Delhi,Android,Referral,Returning
U05730,2024-11-05,Mumbai,iOS,Organic,New
U05731,2024-09-09,Kolkata,Android,Organic,New
U05732,2024-05-07,Bengaluru,Android,Paid Social,Returning
U05733,2024-01-25,Bengaluru,Android,Organic,Returning
U05734,2024-03-13,Kolkata,iOS,Paid Social,Returning
U05735,2024-10-07,Hyderabad,Android,Paid Social,New
U05736,2023-12-01,Kolkata,Android,Paid Social,Returning
U05737,2023-08-25,Delhi,Android,Paid Social,Returning
U05738,2024-05-22,Kolkata,iOS,Paid Social,Returning
U05739,2023-02-18,Delhi,Android,Referral,Returning
U05740,2024-09-29,Hyderabad,Android,Organic,New
U05741,2024-07-28,Kolkata,Android,Paid Search,Returning
U05742,2024-03-05,Bengaluru,iOS,Paid Social,Returning
U05743,2023-11-15,Bengaluru,Android,Organic,Returning
U05744,2024-01-08,Mumbai,Android,Paid Search,Returning
U05745,2023-05-10,Hyderabad,Android,Paid Search,Returning
U05746,2024-12-04,Bengaluru,Android,Organic,New
U05747,2024-10-25,Hyderabad,Android,Organic,New
U05748,2024-02-05,Delhi,Android,Paid Social,Returning
U05749,2023-04-12,Delhi,Android,Organic,Returning
U05750,2023-07-13,Delhi,iOS,Organic,Returning
U05751,2024-11-04,Kolkata,Android,Paid Social,New
U05752,2024-10-31,Bengaluru,iOS,Paid Social,New
U05753,2023-08-05,Mumbai,Android,Paid Search,Returning
U05754,2023-06-07,Bengaluru,iOS,Organic,Returning
U05755,2024-09-10,Kolkata,Android,Organic,New
U05756,2023-11-04,Hyderabad,Android,Paid Social,Returning
U05757,2024-11-20,Bengaluru,Android,Organic,New
U05758,2024-12-23,Delhi,Android,Referral,New
U05759,2024-09-21,Delhi,Android,Paid Social,New
U05760,2024-12-09,Delhi,Android,Organic,New
U05761,2024-10-15,Hyderabad,iOS,Paid Search,New
U05762,2023-12-29,Mumbai,Android,Referral,Returning
U05763,2023-12-18,Delhi,Android,Referral,Returning
U05764,2023-03-25,Hyderabad,iOS,Paid Search,Returning
U05765,2024-09-09,Delhi,Android,Organic,New
U05766,2024-12-15,Bengaluru,iOS,Paid Social,New
U05767,2024-10-14,Bengaluru,Android,Paid Social,New
U05768,2024-05-19,Delhi,Android,Paid Search,Returning
U05769,2024-10-06,Mumbai,iOS,Organic,New
U05770,2023-08-05,Bengaluru,Android,Referral,Returning
U05771,2024-04-23,Mumbai,Android,Paid Search,Returning
U05772,2023-10-02,Delhi,Android,Organic,Returning
U05773,2024-11-20,Hyderabad,Android,Organic,New
U05774,2024-12-27,Bengaluru,Android,Organic,New
U05775,2024-11-24,Delhi,Android,Paid Search,New
U05776,2024-12-07,Bengaluru,Android,Organic,New
U05777,2024-08-14,Delhi,Android,Paid Search,Returning
U05778,2024-10-07,Bengaluru,Android,Organic,New
U05779,2023-08-07,Delhi,Android,Organic,Returning
U05780,2024-10-31,Hyderabad,Android,Organic,New
U05781,2023-06-30,Bengaluru,iOS,Organic,Returning
U05782,2023-05-26,Hyderabad,Android,Organic,Returning
U05783,2024-09-16,Mumbai,Android,Organic,New
U05784,2024-02-04,Mumbai,Android,Paid Social,Returning
U05785,2024-10-30,Mumbai,Android,Paid Search,New
U05786,2024-03-21,Delhi,Android,Paid Social,Returning
U05787,2023-06-11,Hyderabad,Android,Organic,Returning
U05788,2024-09-24,Hyderabad,iOS,Paid Search,Returning
U05789,2024-07-02,Hyderabad,iOS,Organic,Returning
U05790,2024-09-23,Delhi,Android,Paid Search,New
U05791,2023-08-15,Mumbai,Android,Paid Search,Returning
U05792,2024-06-22,Bengaluru,Android,Paid Social,Returning
U05793,2024-11-27,Mumbai,iOS,Paid Search,New
U05794,2024-10-06,Bengaluru,Android,Organic,New
U05795,2024-07-20,Bengaluru,iOS,Organic,Returning
U05796,2024-04-10,Mumbai,Android,Referral,Returning
U05797,2024-10-02,Kolkata,Android,Organic,New
U05798,2023-03-27,Bengaluru,Android,Organic,Returning
U05799,2024-04-03,Mumbai,Android,Organic,Returning
U05800,2024-10-26,Mumbai,Android,Referral,New
U05801,2024-09-27,Kolkata,Android,Referral,New
U05802,2024-01-05,Mumbai,Android,Organic,Returning
U05803,2024-05-20,Bengaluru,Android,Organic,Returning
U05804,2023-06-13,Bengaluru,Android,Paid Social,Returning
U05805,2024-09-22,Mumbai,Android,Organic,New
U05806,2023-03-12,Bengaluru,Android,Organic,Returning
U05807,2023-03-22,Kolkata,Android,Paid Search,Returning
U05808,2023-05-16,Kolkata,Android,Organic,Returning
U05809,2024-11-15,Kolkata,Android,Organic,New
U05810,2023-10-27,Delhi,Android,Paid Search,Returning
U05811,2024-12-05,Hyderabad,Android,Paid Social,New
U05812,2024-10-09,Mumbai,iOS,Paid Search,New
U05813,2024-06-18,Bengaluru,Android,Organic,Returning
U05814,2024-06-24,Delhi,Android,Organic,Returning
U05815,2024-11-27,Bengaluru,Android,Referral,New
U05816,2024-04-24,Delhi,Android,Organic,Returning
U05817,2024-09-24,Kolkata,Android,Organic,New
U05818,2024-09-21,Hyderabad,Android,Organic,New
U05819,2024-11-27,Delhi,iOS,Organic,New
U05820,2024-12-05,Mumbai,iOS,Paid Search,New
U05821,2023-02-11,Bengaluru,iOS,Organic,Returning
U05822,2023-11-09,Delhi,Android,Paid Search,Returning
U05823,2024-04-30,Bengaluru,Android,Organic,Returning
U05824,2024-10-22,Mumbai,iOS,Paid Social,New
U05825,2024-11-05,Mumbai,Android,Paid Search,New
U05826,2024-09-26,Hyderabad,Android,Organic,New
U05827,2024-03-10,Kolkata,iOS,Paid Social,Returning
U05828,2024-09-23,Bengaluru,Android,Referral,New
U05829,2024-10-26,Hyderabad,Android,Organic,New
U05830,2023-01-06,Bengaluru,iOS,Paid Social,Returning
U05831,2024-04-26,Delhi,Android,Paid Search,Returning
U05832,2024-10-02,Mumbai,iOS,Paid Social,New
U05833,2024-12-10,Bengaluru,Android,Organic,New
U05834,2024-03-03,Bengaluru,Android,Organic,Returning
U05835,2024-10-27,Delhi,iOS,Organic,New
U05836,2024-12-05,Bengaluru,iOS,Organic,New
U05837,2023-09-10,Kolkata,iOS,Organic,Returning
U05838,2024-11-09,Delhi,Android,Referral,New
U05839,2024-12-01,Mumbai,Android,Organic,New
U05840,2024-10-15,Kolkata,Android,Organic,New
U05841,2024-10-24,Mumbai,Android,Organic,New
U05842,2024-11-01,Delhi,iOS,Organic,New
U05843,2024-09-24,Kolkata,iOS,Paid Social,New
U05844,2024-08-26,Bengaluru,Android,Paid Social,Returning
U05845,2024-09-29,Bengaluru,iOS,Organic,New
U05846,2023-01-10,Mumbai,Android,Organic,Returning
U05847,2024-09-19,Delhi,iOS,Organic,Returning
U05848,2024-09-25,Hyderabad,Android,Referral,New
U05849,2024-11-26,Bengaluru,Android,Organic,New
U05850,2023-07-18,Mumbai,Android,Organic,Returning
U05851,2023-01-18,Hyderabad,Android,Organic,Returning
U05852,2024-04-11,Kolkata,iOS,Organic,Returning
U05853,2024-12-10,Bengaluru,Android,Organic,New
U05854,2024-11-30,Bengaluru,iOS,Referral,New
U05855,2024-09-21,Kolkata,Android,Organic,New
U05856,2023-10-13,Mumbai,Android,Organic,Returning
U05857,2023-01-28,Bengaluru,Android,Organic,Returning
U05858,2024-10-09,Bengaluru,iOS,Organic,New
U05859,2024-12-08,Hyderabad,iOS,Referral,New
U05860,2024-12-08,Mumbai,Android,Paid Social,New
U05861,2024-04-14,Mumbai,Android,Referral,Returning
U05862,2024-10-05,Kolkata,Android,Referral,New
U05863,2023-11-25,Bengaluru,iOS,Paid Search,Returning
U05864,2024-01-03,Bengaluru,iOS,Paid Search,Returning
U05865,2023-09-19,Mumbai,iOS,Paid Search,Returning
U05866,2024-11-25,Kolkata,Android,Paid Social,New
U05867,2024-01-13,Delhi,iOS,Paid Social,Returning
U05868,2023-08-21,Hyderabad,Android,Paid Search,Returning
U05869,2024-09-15,Bengaluru,iOS,Paid Search,New
U05870,2024-09-30,Bengaluru,Android,Paid Social,New
U05871,2023-04-30,Kolkata,Android,Organic,Returning
U05872,2024-10-31,Bengaluru,Android,Paid Search,New
U05873,2024-11-25,Bengaluru,iOS,Paid Search,New
U05874,2024-12-23,Hyderabad,Android,Paid Search,New
U05875,2024-11-25,Delhi,Android,Paid Search,New
U05876,2024-11-10,Delhi,iOS,Paid Social,New
U05877,2023-02-06,Hyderabad,iOS,Paid Social,Returning
U05878,2024-11-23,Bengaluru,Android,Organic,New
U05879,2023-01-09,Mumbai,Android,Organic,Returning
U05880,2024-12-01,Delhi,Android,Organic,New
U05881,2024-11-15,Bengaluru,Android,Organic,New
U05882,2024-10-16,Hyderabad,Android,Organic,New
U05883,2023-06-03,Delhi,Android,Paid Social,Returning
U05884,2024-01-28,Kolkata,Android,Paid Social,Returning
U05885,2024-09-26,Kolkata,Android,Organic,New
U05886,2024-12-15,Hyderabad,Android,Referral,New
U05887,2024-12-19,Delhi,Android,Organic,New
U05888,2024-10-05,Bengaluru,Android,Paid Social,New
U05889,2023-08-08,Kolkata,Android,Paid Search,Returning
U05890,2024-10-19,Delhi,Android,Paid Social,New
U05891,2023-05-12,Hyderabad,Android,Organic,Returning
U05892,2024-09-09,Hyderabad,iOS,Organic,Returning
U05893,2024-11-20,Delhi,iOS,Organic,New
U05894,2023-09-11,Bengaluru,Android,Paid Social,Returning
U05895,2024-10-03,Mumbai,Android,Referral,New
U05896,2024-04-04,Mumbai,iOS,Paid Search,Returning
U05897,2024-10-23,Delhi,Android,Paid Social,New
U05898,2023-03-04,Mumbai,Android,Organic,Returning
U05899,2024-12-21,Hyderabad,Android,Paid Social,New
U05900,2024-11-29,Delhi,Android,Paid Social,New
U05901,2023-08-04,Bengaluru,Android,Organic,Returning
U05902,2024-11-28,Hyderabad,Android,Paid Search,New
U05903,2024-10-30,Hyderabad,iOS,Organic,New
U05904,2023-04-08,Kolkata,Android,Organic,Returning
U05905,2024-09-21,Bengaluru,Android,Organic,New
U05906,2023-03-21,Kolkata,iOS,Paid Social,Returning
U05907,2023-07-26,Hyderabad,Android,Paid Social,Returning
U05908,2023-03-26,Hyderabad,Android,Organic,Returning
U05909,2024-11-20,Delhi,iOS,Referral,New
U05910,2024-12-14,Bengaluru,Android,Paid Social,New
U05911,2023-10-29,Mumbai,Android,Paid Search,Returning
U05912,2024-12-18,Delhi,Android,Referral,New
U05913,2024-12-06,Delhi,Android,Referral,New
U05914,2024-11-16,Kolkata,iOS,Organic,New
U05915,2024-11-25,Bengaluru,Android,Referral,New
U05916,2023-10-25,Kolkata,iOS,Paid Search,Returning
U05917,2023-09-10,Mumbai,Android,Organic,Returning
U05918,2023-09-10,Hyderabad,iOS,Organic,Returning
U05919,2024-01-11,Delhi,Android,Paid Social,Returning
U05920,2024-10-13,Mumbai,iOS,Referral,New
U05921,2024-12-25,Mumbai,Android,Paid Search,New
U05922,2024-10-15,Kolkata,iOS,Paid Search,New
U05923,2024-04-10,Bengaluru,iOS,Organic,Returning
U05924,2024-09-10,Bengaluru,Android,Paid Social,New
U05925,2023-05-15,Kolkata,Android,Organic,Returning
U05926,2024-09-13,Bengaluru,Android,Paid Search,New
U05927,2023-08-01,Mumbai,Android,Paid Search,Returning
U05928,2023-08-30,Bengaluru,Android,Organic,Returning
U05929,2023-10-29,Bengaluru,Android,Referral,Returning
U05930,2024-10-11,Mumbai,iOS,Referral,New
U05931,2024-06-25,Mumbai,iOS,Paid Search,Returning
U05932,2024-12-01,Mumbai,Android,Paid Social,New
U05933,2024-10-05,Delhi,Android,Paid Social,New
U05934,2024-12-11,Hyderabad,Android,Organic,New
U05935,2024-10-08,Kolkata,iOS,Organic,New
U05936,2024-09-10,Delhi,iOS,Paid Social,New
U05937,2024-11-27,Delhi,Android,Paid Search,New
U05938,2024-09-08,Delhi,Android,Paid Social,New
U05939,2023-01-03,Hyderabad,Android,Paid Search,Returning
U05940,2024-02-09,Delhi,Android,Paid Social,Returning
U05941,2024-01-03,Mumbai,iOS,Organic,Returning
U05942,2023-05-31,Delhi,Android,Organic,Returning
U05943,2024-09-05,Mumbai,Android,Organic,New
U05944,2023-08-01,Hyderabad,Android,Organic,Returning
U05945,2024-09-20,Mumbai,Android,Paid Social,New
U05946,2024-12-15,Delhi,Android,Paid Social,New
U05947,2024-09-18,Delhi,Android,Organic,New
U05948,2023-11-16,Mumbai,Android,Paid Search,Returning
U05949,2024-09-16,Delhi,Android,Organic,New
U05950,2024-04-02,Hyderabad,iOS,Paid Search,Returning
U05951,2024-12-27,Delhi,iOS,Referral,New
U05952,2024-11-05,Bengaluru,Android,Organic,New
U05953,2024-09-30,Bengaluru,Android,Paid Social,New
U05954,2024-09-28,Mumbai,iOS,Organic,New
U05955,2024-10-02,Kolkata,iOS,Organic,New
U05956,2024-08-26,Delhi,iOS,Paid Search,Returning
U05957,2024-09-30,Delhi,Android,Paid Social,New
U05958,2024-09-20,Delhi,Android,Paid Search,New
U05959,2024-02-01,Kolkata,Android,Referral,Returning
U05960,2024-12-04,Hyderabad,iOS,Paid Social,New
U05961,2025-01-01,Bengaluru,Android,Paid Search,New
U05962,2024-11-11,Mumbai,Android,Organic,New
U05963,2024-12-01,Hyderabad,iOS,Organic,New
U05964,2024-10-18,Hyderabad,iOS,Paid Search,New
U05965,2023-02-24,Mumbai,Android,Paid Search,Returning
U05966,2024-10-24,Hyderabad,Android,Organic,New
U05967,2023-02-07,Mumbai,Android,Organic,Returning
U05968,2024-09-04,Bengaluru,Android,Organic,New
U05969,2023-07-02,Bengaluru,Android,Organic,Returning
U05970,2023-07-07,Delhi,Android,Paid Search,Returning
U05971,2024-11-12,Bengaluru,iOS,Paid Social,New
U05972,2024-12-24,Delhi,iOS,Paid Social,New
U05973,2024-09-25,Hyderabad,iOS,Referral,New
U05974,2023-11-07,Hyderabad,iOS,Paid Social,Returning
U05975,2024-08-04,Bengaluru,Android,Organic,Returning
U05976,2024-10-31,Bengaluru,Android,Paid Social,New
U05977,2023-12-01,Mumbai,Android,Paid Social,Returning
U05978,2024-11-16,Mumbai,Android,Paid Search,New
U05979,2024-10-16,Bengaluru,Android,Paid Search,New
U05980,2023-06-13,Hyderabad,Android,Paid Search,Returning
U05981,2024-09-24,Bengaluru,Android,Organic,New
U05982,2024-12-02,Bengaluru,Android,Organic,New
U05983,2023-01-26,Hyderabad,Android,Organic,Returning
U05984,2024-11-11,Mumbai,Android,Organic,New
U05985,2024-02-29,Delhi,Android,Referral,Returning
U05986,2024-10-11,Hyderabad,Android,Organic,New
U05987,2024-10-31,Kolkata,iOS,Organic,New
U05988,2024-12-15,Bengaluru,Android,Paid Social,New
U05989,2023-02-18,Mumbai,Android,Referral,Returning
U05990,2024-09-20,Bengaluru,Android,Paid Search,New
U05991,2024-09-25,Delhi,Android,Organic,New
U05992,2023-12-07,Delhi,Android,Paid Search,Returning
U05993,2024-08-09,Delhi,Android,Paid Search,Returning
U05994,2024-05-28,Bengaluru,Android,Paid Social,Returning
U05995,2024-04-12,Hyderabad,iOS,Organic,Returning
U05996,2024-12-30,Delhi,iOS,Referral,New
U05997,2024-01-11,Kolkata,Android,Paid Search,Returning
U05998,2023-09-20,Delhi,iOS,Paid Social,Returning
U05999,2024-02-05,Hyderabad,Android,Organic,Returning
U06000,2023-05-22,Mumbai,Android,Referral,Returning
U06001,2024-12-02,Delhi,iOS,Paid Search,New
U06002,2024-10-16,Hyderabad,iOS,Organic,New
U06003,2023-01-03,Hyderabad,Android,Organic,Returning
U06004,2024-09-11,Mumbai,Android,Organic,New
U06005,2024-09-05,Delhi,Android,Organic,New
U06006,2024-12-17,Mumbai,Android,Organic,New
U06007,2023-04-30,Mumbai,Android,Organic,Returning
U06008,2023-10-13,Delhi,Android,Paid Search,Returning
U06009,2024-02-29,Hyderabad,iOS,Paid Social,Returning
U06010,2023-07-07,Delhi,Android,Paid Social,Returning
U06011,2023-09-06,Delhi,Android,Paid Search,Returning
U06012,2023-05-29,Mumbai,iOS,Organic,Returning
U06013,2024-10-03,Kolkata,Android,Paid Search,New
U06014,2023-04-25,Delhi,Android,Paid Social,Returning
U06015,2024-12-23,Bengaluru,Android,Paid Social,New
U06016,2024-11-06,Bengaluru,Android,Organic,New
U06017,2024-12-08,Hyderabad,Android,Referral,New
U06018,2023-03-06,Delhi,Android,Paid Social,Returning
U06019,2023-04-23,Delhi,Android,Referral,Returning
U06020,2023-12-06,Bengaluru,Android,Paid Social,Returning
U06021,2024-08-26,Kolkata,iOS,Organic,Returning
U06022,2023-02-01,Delhi,iOS,Referral,Returning
U06023,2024-09-21,Mumbai,Android,Referral,New
U06024,2024-01-21,Bengaluru,Android,Paid Social,Returning
U06025,2023-09-11,Bengaluru,iOS,Referral,Returning
U06026,2024-08-20,Bengaluru,Android,Referral,Returning
U06027,2024-09-14,Delhi,Android,Paid Social,New
U06028,2024-09-10,Delhi,Android,Organic,New
U06029,2024-04-22,Bengaluru,Android,Paid Search,Returning
U06030,2024-11-15,Delhi,Android,Paid Search,New
U06031,2024-11-29,Bengaluru,Android,Paid Social,New
U06032,2024-12-16,Delhi,Android,Paid Search,New
U06033,2024-12-12,Bengaluru,iOS,Paid Search,New
U06034,2024-09-08,Bengaluru,Android,Referral,New
U06035,2023-02-01,Bengaluru,iOS,Paid Search,Returning
U06036,2024-02-07,Hyderabad,Android,Organic,Returning
U06037,2023-11-25,Kolkata,Android,Paid Social,Returning
U06038,2024-10-03,Mumbai,Android,Organic,New
U06039,2024-11-08,Bengaluru,Android,Organic,New
U06040,2024-12-30,Kolkata,Android,Paid Search,New
U06041,2024-11-12,Kolkata,iOS,Referral,New
U06042,2024-11-29,Delhi,Android,Organic,New
U06043,2024-05-11,Bengaluru,iOS,Organic,Returning
U06044,2023-08-06,Hyderabad,Android,Paid Search,Returning
U06045,2024-12-05,Kolkata,Android,Paid Social,New
U06046,2024-12-14,Hyderabad,Android,Organic,New
U06047,2024-09-25,Mumbai,iOS,Organic,New
U06048,2024-09-19,Mumbai,Android,Paid Social,New
U06049,2024-09-06,Kolkata,Android,Referral,New
U06050,2024-10-01,Bengaluru,Android,Organic,New
U06051,2024-11-07,Bengaluru,Android,Paid Search,New
U06052,2024-11-17,Hyderabad,Android,Paid Social,New
U06053,2024-02-26,Bengaluru,iOS,Organic,Returning
U06054,2024-09-17,Delhi,Android,Paid Social,New
U06055,2024-09-04,Delhi,iOS,Organic,New
U06056,2024-09-13,Bengaluru,Android,Organic,New
U06057,2024-10-25,Bengaluru,iOS,Organic,New
U06058,2024-09-15,Mumbai,iOS,Organic,Returning
U06059,2023-09-14,Delhi,Android,Paid Social,Returning
U06060,2023-10-31,Mumbai,iOS,Paid Social,Returning
U06061,2024-02-04,Delhi,iOS,Paid Social,Returning
U06062,2024-10-23,Kolkata,Android,Paid Social,New
U06063,2025-01-01,Mumbai,Android,Organic,New
U06064,2024-11-26,Kolkata,Android,Referral,New
U06065,2024-11-12,Delhi,Android,Referral,New
U06066,2023-03-09,Bengaluru,Android,Organic,Returning
U06067,2024-12-22,Hyderabad,Android,Paid Social,New
U06068,2024-09-15,Hyderabad,Android,Paid Social,New
U06069,2024-11-30,Bengaluru,Android,Paid Search,New
U06070,2024-09-06,Mumbai,Android,Organic,New
U06071,2023-06-10,Mumbai,Android,Organic,Returning
U06072,2024-12-25,Bengaluru,iOS,Referral,New
U06073,2024-12-20,Mumbai,Android,Paid Social,New
U06074,2024-10-11,Bengaluru,Android,Paid Social,New
U06075,2024-07-13,Bengaluru,Android,Referral,Returning
U06076,2024-09-10,Kolkata,iOS,Organic,New
U06077,2023-01-24,Mumbai,Android,Referral,Returning
U06078,2024-10-21,Hyderabad,Android,Paid Search,New
U06079,2024-11-09,Hyderabad,Android,Paid Social,New
U06080,2024-08-25,Kolkata,Android,Organic,Returning
