experiment_session_id,variant,checkout_started,payment_attempt,payment_failed,order_completed,order_value
EXP07148,Control,1,1,0,1,1147.44
EXP07149,Treatment,1,1,0,1,690.65
EXP07150,Treatment,1,1,0,1,561.76
EXP07151,Control,1,1,0,1,605.38
EXP07152,Control,1,1,1,0,0.0
EXP07153,Treatment,1,1,0,1,1291.73
EXP07154,Control,1,1,1,0,0.0
EXP07155,Treatment,1,1,0,1,675.1
EXP07156,Treatment,0,0,0,0,0.0
EXP07157,Treatment,0,0,0,0,0.0
EXP07158,Control,1,1,0,1,515.52
EXP07159,Control,1,1,0,1,755.66
EXP07160,Control,1,1,1,0,0.0
EXP07161,Treatment,1,1,0,1,802.65
EXP07162,Control,1,1,0,1,806.26
EXP07163,Treatment,0,0,0,0,0.0
EXP07164,Control,1,1,1,0,0.0
EXP07165,Treatment,1,1,0,1,1367.49
EXP07166,Treatment,1,1,0,1,581.49
EXP07167,Control,0,0,0,0,0.0
EXP07168,Control,1,1,0,1,910.29
EXP07169,Treatment,1,1,0,1,756.59
EXP07170,Treatment,1,1,0,1,586.45
EXP07171,Treatment,0,0,0,0,0.0
EXP07172,Treatment,1,1,0,1,825.01
EXP07173,Treatment,1,1,0,1,1120.67
EXP07174,Treatment,1,1,0,1,586.06
EXP07175,Control,1,1,0,1,953.53
EXP07176,Control,1,1,0,1,1146.09
EXP07177,Treatment,1,1,1,0,0.0
EXP07178,Control,0,0,0,0,0.0
EXP07179,Treatment,1,1,0,1,937.54
EXP07180,Control,0,0,0,0,0.0
EXP07181,Control,1,1,0,1,764.38
EXP07182,Treatment,0,0,0,0,0.0
EXP07183,Treatment,1,1,0,1,918.81
EXP07184,Control,1,1,0,1,445.38
EXP07185,Treatment,1,1,0,1,468.88
EXP07186,Control,1,1,0,1,598.5
EXP07187,Treatment,1,1,0,1,1210.65
EXP07188,Treatment,1,1,0,1,954.32
EXP07189,Control,1,1,0,1,806.8
EXP07190,Control,1,1,1,0,0.0
EXP07191,Treatment,0,0,0,0,0.0
EXP07192,Control,1,1,0,1,725.9
EXP07193,Treatment,1,1,0,1,733.84
EXP07194,Control,0,0,0,0,0.0
EXP07195,Treatment,1,1,0,1,777.16
EXP07196,Treatment,1,1,1,0,0.0
EXP07197,Treatment,0,0,0,0,0.0
EXP07198,Treatment,0,0,0,0,0.0
EXP07199,Control,1,1,0,1,888.05
EXP07200,Treatment,1,1,0,1,603.19
EXP07201,Treatment,0,0,0,0,0.0
EXP07202,Treatment,1,1,0,1,825.15
EXP07203,Treatment,1,1,0,1,572.68
EXP07204,Control,0,0,0,0,0.0
EXP07205,Control,1,1,0,1,840.45
EXP07206,Control,1,1,1,0,0.0
EXP07207,Treatment,1,1,0,1,512.42
EXP07208,Treatment,1,1,0,1,607.17
EXP07209,Control,1,1,0,1,667.22
EXP07210,Control,1,1,1,0,0.0
EXP07211,Treatment,0,0,0,0,0.0
EXP07212,Control,0,0,0,0,0.0
EXP07213,Treatment,1,1,0,1,825.25
EXP07214,Treatment,1,1,0,1,873.03
EXP07215,Control,1,1,0,1,825.54
EXP07216,Treatment,1,1,0,1,801.6
EXP07217,Treatment,1,1,0,1,624.1
EXP07218,Treatment,1,1,0,1,802.92
EXP07219,Control,1,1,0,1,588.95
EXP07220,Control,1,1,0,1,708.19
EXP07221,Control,1,1,0,1,941.13
EXP07222,Treatment,1,1,0,1,886.87
EXP07223,Control,1,1,0,1,732.78
EXP07224,Control,1,1,0,1,680.22
EXP07225,Treatment,1,1,0,1,1071.0
EXP07226,Treatment,0,0,0,0,0.0
EXP07227,Control,1,1,0,1,763.91
EXP07228,Treatment,1,1,0,1,969.88
EXP07229,Treatment,1,1,0,1,1231.21
EXP07230,Control,1,1,0,1,462.97
EXP07231,Control,1,1,0,1,760.28
EXP07232,Control,1,1,0,1,757.78
EXP07233,Control,1,1,0,1,653.17
EXP07234,Treatment,1,1,0,1,1044.72
EXP07235,Treatment,1,1,0,1,609.37
EXP07236,Control,0,0,0,0,0.0
EXP07237,Treatment,1,1,0,1,874.62
EXP07238,Control,1,1,0,1,379.27
EXP07239,Treatment,0,0,0,0,0.0
EXP07240,Treatment,1,1,0,1,389.42
EXP07241,Control,1,1,0,1,925.94
EXP07242,Treatment,1,1,0,1,1060.33
EXP07243,Control,0,0,0,0,0.0
EXP07244,Treatment,0,0,0,0,0.0
EXP07245,Treatment,1,1,0,1,537.19
EXP07246,Treatment,1,1,0,1,1435.74
EXP07247,Control,1,1,0,1,584.35
EXP07248,Treatment,1,1,0,1,419.02
EXP07249,Control,1,1,0,1,549.0
EXP07250,Control,1,1,0,1,489.8
EXP07251,Control,1,1,0,1,1005.32
EXP07252,Treatment,1,1,0,1,491.67
EXP07253,Control,0,0,0,0,0.0
EXP07254,Treatment,0,0,0,0,0.0
EXP07255,Treatment,1,1,0,1,758.43
EXP07256,Control,0,0,0,0,0.0
EXP07257,Control,0,0,0,0,0.0
EXP07258,Treatment,1,1,0,1,599.74
EXP07259,Control,0,0,0,0,0.0
EXP07260,Control,1,1,0,1,1074.93
EXP07261,Control,1,1,0,1,530.84
EXP07262,Treatment,0,0,0,0,0.0
EXP07263,Treatment,1,1,0,1,722.37
EXP07264,Treatment,1,1,0,1,543.29
EXP07265,Control,1,1,0,1,716.04
EXP07266,Control,1,1,0,1,638.88
EXP07267,Treatment,1,1,0,1,727.7
EXP07268,Control,1,1,0,1,838.66
EXP07269,Treatment,1,1,1,0,0.0
EXP07270,Control,1,0,0,0,0.0
EXP07271,Treatment,1,1,0,1,714.11
EXP07272,Treatment,1,1,0,1,778.43
EXP07273,Treatment,1,1,0,1,766.64
EXP07274,Treatment,1,1,0,1,762.93
EXP07275,Control,0,0,0,0,0.0
EXP07276,Treatment,1,1,0,1,555.73
EXP07277,Treatment,0,0,0,0,0.0
EXP07278,Treatment,1,1,0,1,907.81
EXP07279,Treatment,1,1,0,1,1234.57
EXP07280,Treatment,1,1,0,1,563.65
EXP07281,Control,1,1,0,1,530.96
EXP07282,Treatment,0,0,0,0,0.0
EXP07283,Treatment,1,1,0,1,866.44
EXP07284,Control,1,1,0,1,497.77
EXP07285,Control,1,1,0,1,657.06
EXP07286,Control,1,1,1,0,0.0
EXP07287,Treatment,0,0,0,0,0.0
EXP07288,Treatment,1,1,0,1,692.94
EXP07289,Treatment,1,1,0,1,1028.53
EXP07290,Treatment,1,1,0,1,929.07
EXP07291,Control,1,0,0,0,0.0
EXP07292,Treatment,1,1,0,1,956.93
EXP07293,Treatment,1,1,0,1,988.06
EXP07294,Control,1,1,0,1,1223.97
EXP07295,Treatment,1,1,0,1,684.96
EXP07296,Treatment,0,0,0,0,0.0
EXP07297,Control,1,1,0,1,641.59
EXP07298,Control,1,0,0,0,0.0
EXP07299,Control,0,0,0,0,0.0
EXP07300,Control,1,1,0,1,562.16
EXP07301,Treatment,1,1,0,1,1278.15
EXP07302,Treatment,1,1,0,1,787.27
EXP07303,Treatment,1,1,0,1,654.32
EXP07304,Control,1,1,0,1,597.77
EXP07305,Treatment,1,1,0,1,753.87
EXP07306,Treatment,1,1,1,0,0.0
EXP07307,Treatment,1,1,1,0,0.0
EXP07308,Control,1,1,0,1,520.35
EXP07309,Treatment,1,1,0,1,965.27
EXP07310,Control,1,1,0,1,1304.73
EXP07311,Control,1,1,0,1,839.16
EXP07312,Control,0,0,0,0,0.0
EXP07313,Treatment,1,1,0,1,835.08
EXP07314,Treatment,1,1,0,1,660.39
EXP07315,Control,1,1,0,1,618.11
EXP07316,Treatment,0,0,0,0,0.0
EXP07317,Treatment,0,0,0,0,0.0
EXP07318,Treatment,1,1,0,1,893.71
EXP07319,Treatment,1,1,0,1,1477.75
EXP07320,Treatment,1,1,1,0,0.0
EXP07321,Treatment,1,1,0,1,1175.95
EXP07322,Control,1,1,0,1,685.99
EXP07323,Control,1,1,0,1,1124.01
EXP07324,Control,1,1,0,1,1032.66
EXP07325,Control,0,0,0,0,0.0
EXP07326,Treatment,1,1,1,0,0.0
EXP07327,Treatment,1,1,0,1,1294.67
EXP07328,Treatment,1,1,0,1,1450.39
EXP07329,Control,1,1,0,1,1121.45
EXP07330,Treatment,0,0,0,0,0.0
EXP07331,Treatment,0,0,0,0,0.0
EXP07332,Control,1,1,0,1,551.35
EXP07333,Treatment,1,1,0,1,1144.58
EXP07334,Treatment,1,1,0,1,599.75
EXP07335,Control,1,1,0,1,582.08
EXP07336,Control,1,1,0,1,1053.75
EXP07337,Treatment,1,1,0,1,733.62
EXP07338,Treatment,1,1,0,1,656.72
EXP07339,Control,1,1,0,1,905.3
EXP07340,Treatment,0,0,0,0,0.0
EXP07341,Control,1,1,0,1,814.4
EXP07342,Control,0,0,0,0,0.0
EXP07343,Treatment,1,1,0,1,455.22
EXP07344,Treatment,1,1,0,1,790.59
EXP07345,Treatment,1,1,0,1,713.12
EXP07346,Treatment,1,1,0,1,1182.91
EXP07347,Treatment,1,1,0,1,592.59
EXP07348,Treatment,1,1,0,1,1019.69
EXP07349,Treatment,1,1,0,1,621.44
EXP07350,Control,1,1,0,1,834.56
EXP07351,Control,1,1,0,1,1255.79
EXP07352,Treatment,1,1,0,1,405.43
EXP07353,Treatment,1,1,0,1,507.58
EXP07354,Control,1,1,0,1,1540.13
EXP07355,Control,0,0,0,0,0.0
EXP07356,Treatment,1,1,0,1,528.28
EXP07357,Treatment,1,1,0,1,602.5
EXP07358,Treatment,1,1,0,1,651.98
EXP07359,Treatment,1,1,0,1,785.75
EXP07360,Treatment,1,1,0,1,433.64
EXP07361,Control,1,1,0,1,955.45
EXP07362,Control,1,1,0,1,1364.4
EXP07363,Control,1,1,0,1,1430.28
EXP07364,Control,1,1,0,1,766.28
EXP07365,Treatment,1,1,0,1,826.96
EXP07366,Control,1,1,0,1,1132.78
EXP07367,Control,1,1,0,1,537.49
EXP07368,Control,1,1,1,0,0.0
EXP07369,Control,1,1,1,0,0.0
EXP07370,Treatment,0,0,0,0,0.0
EXP07371,Treatment,1,0,0,0,0.0
EXP07372,Control,0,0,0,0,0.0
EXP07373,Treatment,1,1,0,1,1106.49
EXP07374,Treatment,1,0,0,0,0.0
EXP07375,Treatment,1,1,0,1,461.41
EXP07376,Control,1,1,1,0,0.0
EXP07377,Control,1,1,1,0,0.0
EXP07378,Treatment,0,0,0,0,0.0
EXP07379,Treatment,1,1,0,1,780.12
EXP07380,Treatment,1,0,0,0,0.0
EXP07381,Control,1,1,0,1,1370.19
EXP07382,Control,1,1,0,1,643.03
EXP07383,Treatment,1,1,1,0,0.0
EXP07384,Control,1,1,0,1,754.56
EXP07385,Treatment,0,0,0,0,0.0
EXP07386,Control,0,0,0,0,0.0
EXP07387,Control,1,1,0,1,758.13
EXP07388,Treatment,0,0,0,0,0.0
EXP07389,Treatment,1,1,0,1,325.03
EXP07390,Treatment,1,1,0,1,804.03
EXP07391,Treatment,1,1,0,1,524.69
EXP07392,Treatment,1,1,0,1,419.94
EXP07393,Treatment,1,0,0,0,0.0
EXP07394,Treatment,1,1,0,1,729.1
EXP07395,Treatment,1,1,0,1,965.27
EXP07396,Control,1,1,0,1,678.36
EXP07397,Control,1,1,0,1,1274.7
EXP07398,Treatment,1,1,0,1,724.75
EXP07399,Control,1,1,0,1,597.31
EXP07400,Control,1,1,0,1,873.65
EXP07401,Treatment,1,1,0,1,895.61
EXP07402,Control,0,0,0,0,0.0
EXP07403,Treatment,1,1,0,1,987.11
EXP07404,Treatment,1,1,0,1,461.27
EXP07405,Treatment,1,0,0,0,0.0
EXP07406,Treatment,0,0,0,0,0.0
EXP07407,Treatment,1,1,0,1,693.68
EXP07408,Control,1,1,0,1,994.96
EXP07409,Control,1,1,0,1,765.0
EXP07410,Treatment,1,1,0,1,995.0
EXP07411,Control,1,1,0,1,1529.51
EXP07412,Treatment,1,1,0,1,514.13
EXP07413,Treatment,1,1,0,1,898.34
EXP07414,Control,1,1,0,1,359.12
EXP07415,Treatment,0,0,0,0,0.0
EXP07416,Treatment,1,1,0,1,1788.93
EXP07417,Control,0,0,0,0,0.0
EXP07418,Control,1,1,1,0,0.0
EXP07419,Treatment,0,0,0,0,0.0
EXP07420,Control,0,0,0,0,0.0
EXP07421,Treatment,1,1,1,0,0.0
EXP07422,Treatment,1,1,0,1,519.81
EXP07423,Control,1,1,0,1,561.51
EXP07424,Control,0,0,0,0,0.0
EXP07425,Control,1,1,0,1,880.4
EXP07426,Control,1,1,0,1,664.36
EXP07427,Treatment,1,1,1,0,0.0
EXP07428,Control,1,1,0,1,1106.77
EXP07429,Treatment,1,1,0,1,1096.49
EXP07430,Treatment,1,1,0,1,823.09
EXP07431,Treatment,1,1,0,1,642.55
EXP07432,Treatment,1,1,0,1,1157.48
EXP07433,Control,1,1,0,1,843.03
EXP07434,Control,1,1,0,1,892.4
EXP07435,Control,1,1,0,1,740.79
EXP07436,Treatment,0,0,0,0,0.0
EXP07437,Control,1,1,0,1,807.0
EXP07438,Control,1,1,0,1,843.25
EXP07439,Treatment,0,0,0,0,0.0
EXP07440,Treatment,0,0,0,0,0.0
EXP07441,Control,1,1,0,1,595.81
EXP07442,Control,1,0,0,0,0.0
EXP07443,Control,1,1,0,1,545.61
EXP07444,Control,1,1,0,1,542.08
EXP07445,Treatment,1,1,0,1,464.91
EXP07446,Control,1,1,1,0,0.0
EXP07447,Control,1,1,0,1,1112.08
EXP07448,Treatment,1,0,0,0,0.0
EXP07449,Treatment,0,0,0,0,0.0
EXP07450,Treatment,0,0,0,0,0.0
EXP07451,Control,0,0,0,0,0.0
EXP07452,Treatment,1,1,0,1,712.21
EXP07453,Control,1,1,0,1,489.02
EXP07454,Treatment,1,1,0,1,1190.61
EXP07455,Control,1,1,0,1,644.11
EXP07456,Treatment,1,1,0,1,743.63
EXP07457,Control,1,1,0,1,505.57
EXP07458,Treatment,0,0,0,0,0.0
EXP07459,Control,1,1,0,1,736.34
EXP07460,Treatment,0,0,0,0,0.0
EXP07461,Control,1,0,0,0,0.0
EXP07462,Control,0,0,0,0,0.0
EXP07463,Treatment,1,1,0,1,915.11
EXP07464,Control,1,1,0,1,1831.27
EXP07465,Treatment,1,1,0,1,748.26
EXP07466,Control,1,1,0,1,1113.37
EXP07467,Treatment,1,1,0,1,513.35
EXP07468,Control,1,1,0,1,378.84
EXP07469,Control,1,1,0,1,740.46
EXP07470,Treatment,1,1,0,1,876.78
EXP07471,Treatment,1,1,0,1,1113.08
EXP07472,Treatment,1,1,0,1,558.55
EXP07473,Control,1,1,0,1,677.74
EXP07474,Treatment,0,0,0,0,0.0
EXP07475,Treatment,1,1,0,1,631.65
EXP07476,Treatment,1,1,0,1,693.52
EXP07477,Control,0,0,0,0,0.0
EXP07478,Control,1,1,0,1,1400.71
EXP07479,Treatment,1,1,0,1,711.93
EXP07480,Treatment,1,1,0,1,1455.86
EXP07481,Treatment,1,1,0,1,633.16
EXP07482,Treatment,1,1,0,1,472.06
EXP07483,Control,1,1,0,1,584.85
EXP07484,Control,1,1,0,1,462.45
EXP07485,Control,1,1,0,1,592.61
EXP07486,Treatment,1,1,0,1,760.57
EXP07487,Control,1,1,0,1,510.14
EXP07488,Control,1,1,1,0,0.0
EXP07489,Control,1,1,0,1,605.47
EXP07490,Control,1,1,0,1,1024.89
EXP07491,Treatment,1,1,0,1,708.03
EXP07492,Control,1,1,0,1,407.71
EXP07493,Control,0,0,0,0,0.0
EXP07494,Control,1,1,0,1,1628.27
EXP07495,Control,0,0,0,0,0.0
EXP07496,Treatment,1,1,0,1,731.34
EXP07497,Control,0,0,0,0,0.0
EXP07498,Control,1,1,0,1,863.26
EXP07499,Control,1,1,0,1,664.55
EXP07500,Treatment,0,0,0,0,0.0
EXP07501,Treatment,0,0,0,0,0.0
EXP07502,Treatment,1,1,0,1,679.12
EXP07503,Control,0,0,0,0,0.0
EXP07504,Treatment,1,1,0,1,548.28
EXP07505,Treatment,0,0,0,0,0.0
EXP07506,Treatment,1,1,0,1,608.53
EXP07507,Control,0,0,0,0,0.0
EXP07508,Control,1,1,0,1,607.18
EXP07509,Control,1,1,0,1,900.47
EXP07510,Treatment,1,1,0,1,722.95
EXP07511,Control,1,1,0,1,581.56
EXP07512,Control,1,0,0,0,0.0
EXP07513,Control,0,0,0,0,0.0
EXP07514,Treatment,1,1,0,1,508.19
EXP07515,Treatment,0,0,0,0,0.0
EXP07516,Treatment,1,1,0,1,913.94
EXP07517,Treatment,0,0,0,0,0.0
EXP07518,Control,1,1,0,1,745.58
EXP07519,Control,1,1,0,1,629.59
EXP07520,Control,1,1,0,1,1433.56
EXP07521,Treatment,1,1,0,1,970.86
EXP07522,Control,1,1,0,1,1438.63
EXP07523,Control,1,1,0,1,840.93
EXP07524,Control,1,1,0,1,474.03
EXP07525,Treatment,0,0,0,0,0.0
EXP07526,Control,1,1,0,1,692.43
EXP07527,Treatment,1,1,0,1,849.07
EXP07528,Control,1,1,0,1,734.48
EXP07529,Control,1,1,0,1,595.5
EXP07530,Control,1,1,1,0,0.0
EXP07531,Control,1,1,0,1,685.74
EXP07532,Treatment,1,1,0,1,451.68
EXP07533,Control,1,1,1,0,0.0
EXP07534,Control,1,0,0,0,0.0
EXP07535,Control,1,1,1,0,0.0
EXP07536,Control,1,1,0,1,602.86
EXP07537,Treatment,0,0,0,0,0.0
EXP07538,Treatment,1,1,0,1,1172.0
EXP07539,Control,1,1,0,1,547.92
EXP07540,Control,1,1,0,1,790.34
EXP07541,Treatment,0,0,0,0,0.0
EXP07542,Treatment,1,1,0,1,1271.16
EXP07543,Treatment,1,1,0,1,582.94
EXP07544,Control,0,0,0,0,0.0
EXP07545,Treatment,1,1,0,1,655.44
EXP07546,Treatment,1,1,0,1,532.6
EXP07547,Treatment,1,1,0,1,605.59
EXP07548,Control,1,1,0,1,1008.04
EXP07549,Treatment,1,1,0,1,855.93
EXP07550,Treatment,0,0,0,0,0.0
EXP07551,Control,1,1,0,1,756.72
EXP07552,Treatment,1,1,1,0,0.0
EXP07553,Control,1,1,0,1,1067.9
EXP07554,Treatment,1,1,0,1,883.23
EXP07555,Treatment,1,1,0,1,519.3
EXP07556,Treatment,1,1,0,1,1273.23
EXP07557,Control,1,1,0,1,549.09
EXP07558,Control,1,1,0,1,785.01
EXP07559,Treatment,1,1,0,1,653.0
EXP07560,Control,1,1,0,1,596.59
EXP07561,Treatment,1,1,0,1,785.77
EXP07562,Treatment,1,1,0,1,395.85
EXP07563,Treatment,1,1,0,1,1882.2
EXP07564,Treatment,1,1,0,1,986.03
EXP07565,Treatment,1,1,0,1,676.97
EXP07566,Control,1,1,0,1,857.73
EXP07567,Treatment,1,1,0,1,1034.97
EXP07568,Treatment,1,1,0,1,918.44
EXP07569,Treatment,1,1,0,1,543.91
EXP07570,Control,1,1,1,0,0.0
EXP07571,Control,1,1,0,1,519.73
EXP07572,Control,1,0,0,0,0.0
EXP07573,Treatment,1,1,0,1,582.98
EXP07574,Control,1,1,0,1,920.53
EXP07575,Control,1,1,0,1,590.54
EXP07576,Treatment,1,1,0,1,872.34
EXP07577,Treatment,1,1,0,1,1106.15
EXP07578,Control,1,1,0,1,756.1
EXP07579,Treatment,1,1,0,1,824.7
EXP07580,Control,0,0,0,0,0.0
EXP07581,Treatment,1,1,1,0,0.0
EXP07582,Control,1,1,0,1,920.92
EXP07583,Treatment,1,1,0,1,884.26
EXP07584,Control,1,1,0,1,646.52
EXP07585,Control,1,1,0,1,701.27
EXP07586,Treatment,1,1,0,1,1012.18
EXP07587,Treatment,1,1,0,1,578.31
EXP07588,Treatment,1,1,1,0,0.0
EXP07589,Treatment,1,1,0,1,539.66
EXP07590,Treatment,1,1,0,1,526.88
EXP07591,Control,1,1,0,1,790.09
EXP07592,Control,0,0,0,0,0.0
EXP07593,Control,1,1,0,1,633.88
EXP07594,Control,1,1,0,1,558.12
EXP07595,Control,1,1,0,1,383.41
EXP07596,Control,1,1,0,1,891.83
EXP07597,Treatment,1,0,0,0,0.0
EXP07598,Control,0,0,0,0,0.0
EXP07599,Control,1,1,0,1,714.95
EXP07600,Treatment,1,1,0,1,650.18
EXP07601,Control,1,1,0,1,1003.77
EXP07602,Treatment,1,1,0,1,588.75
EXP07603,Control,1,1,0,1,491.24
EXP07604,Treatment,1,1,0,1,801.99
EXP07605,Control,1,1,0,1,911.16
EXP07606,Treatment,1,1,0,1,909.12
EXP07607,Control,1,1,0,1,547.56
EXP07608,Treatment,1,1,0,1,846.22
EXP07609,Control,0,0,0,0,0.0
EXP07610,Control,0,0,0,0,0.0
EXP07611,Control,1,1,0,1,807.3
EXP07612,Control,1,1,1,0,0.0
EXP07613,Control,1,1,1,0,0.0
EXP07614,Control,1,1,0,1,633.45
EXP07615,Treatment,0,0,0,0,0.0
EXP07616,Control,1,1,0,1,1333.67
EXP07617,Control,1,1,0,1,749.05
EXP07618,Control,1,1,0,1,344.12
EXP07619,Treatment,1,1,0,1,915.9
EXP07620,Control,1,1,0,1,1569.35
EXP07621,Treatment,1,1,0,1,369.94
EXP07622,Control,0,0,0,0,0.0
EXP07623,Treatment,1,1,0,1,853.7
EXP07624,Treatment,1,1,0,1,715.46
EXP07625,Treatment,1,1,0,1,1137.02
EXP07626,Control,1,1,0,1,1353.45
EXP07627,Treatment,1,1,0,1,748.02
EXP07628,Control,1,1,0,1,580.23
EXP07629,Treatment,1,0,0,0,0.0
EXP07630,Treatment,1,1,0,1,591.93
EXP07631,Control,1,1,1,0,0.0
EXP07632,Control,0,0,0,0,0.0
EXP07633,Treatment,1,1,0,1,643.04
EXP07634,Control,1,1,0,1,755.33
EXP07635,Treatment,0,0,0,0,0.0
EXP07636,Control,1,1,0,1,827.77
EXP07637,Control,1,1,0,1,538.5
EXP07638,Control,1,1,1,0,0.0
EXP07639,Control,1,1,0,1,699.86
EXP07640,Treatment,1,0,0,0,0.0
EXP07641,Treatment,1,1,0,1,948.52
EXP07642,Treatment,1,1,0,1,1064.97
EXP07643,Treatment,0,0,0,0,0.0
EXP07644,Treatment,1,1,0,1,486.73
EXP07645,Control,1,1,0,1,582.98
EXP07646,Control,1,1,0,1,1256.77
EXP07647,Treatment,0,0,0,0,0.0
EXP07648,Treatment,1,1,0,1,1011.48
EXP07649,Control,1,0,0,0,0.0
EXP07650,Treatment,1,1,0,1,603.17
EXP07651,Control,1,1,0,1,812.87
EXP07652,Control,1,1,0,1,431.52
EXP07653,Control,1,1,0,1,406.06
EXP07654,Control,1,1,0,1,636.84
EXP07655,Treatment,1,1,0,1,485.56
EXP07656,Treatment,0,0,0,0,0.0
EXP07657,Control,1,1,1,0,0.0
EXP07658,Treatment,1,1,0,1,708.34
EXP07659,Treatment,0,0,0,0,0.0
EXP07660,Treatment,1,1,1,0,0.0
EXP07661,Treatment,1,1,0,1,1142.02
EXP07662,Control,0,0,0,0,0.0
EXP07663,Control,0,0,0,0,0.0
EXP07664,Treatment,1,1,0,1,839.5
EXP07665,Control,1,1,0,1,722.44
EXP07666,Treatment,1,1,0,1,1153.47
EXP07667,Treatment,1,1,1,0,0.0
EXP07668,Control,0,0,0,0,0.0
EXP07669,Treatment,0,0,0,0,0.0
EXP07670,Treatment,1,1,0,1,849.73
EXP07671,Control,1,1,0,1,612.62
EXP07672,Control,1,1,0,1,1642.07
EXP07673,Treatment,1,1,0,1,839.6
EXP07674,Treatment,1,1,0,1,955.83
EXP07675,Control,1,0,0,0,0.0
EXP07676,Control,0,0,0,0,0.0
EXP07677,Control,1,1,0,1,670.69
EXP07678,Control,1,1,0,1,767.59
EXP07679,Control,1,1,0,1,742.17
EXP07680,Treatment,1,1,0,1,1281.55
EXP07681,Control,1,1,0,1,792.51
EXP07682,Treatment,1,1,0,1,456.27
EXP07683,Control,1,1,1,0,0.0
EXP07684,Treatment,1,1,0,1,413.11
EXP07685,Control,0,0,0,0,0.0
EXP07686,Control,1,1,0,1,677.49
EXP07687,Control,1,1,0,1,793.63
EXP07688,Control,0,0,0,0,0.0
EXP07689,Treatment,1,1,0,1,813.05
EXP07690,Treatment,1,1,0,1,714.86
EXP07691,Control,1,0,0,0,0.0
EXP07692,Treatment,1,1,0,1,536.09
EXP07693,Treatment,1,1,0,1,711.47
EXP07694,Control,1,1,0,1,757.42
EXP07695,Treatment,1,1,0,1,682.73
EXP07696,Treatment,1,1,0,1,658.56
EXP07697,Control,1,1,0,1,763.0
EXP07698,Control,1,1,0,1,1217.3
EXP07699,Control,1,1,0,1,232.64
EXP07700,Control,1,1,0,1,832.8
EXP07701,Control,0,0,0,0,0.0
EXP07702,Treatment,1,0,0,0,0.0
EXP07703,Treatment,0,0,0,0,0.0
EXP07704,Control,0,0,0,0,0.0
EXP07705,Control,1,1,0,1,787.71
EXP07706,Control,1,1,0,1,684.26
EXP07707,Control,1,1,1,0,0.0
EXP07708,Control,1,1,0,1,850.31
EXP07709,Control,1,1,0,1,580.09
EXP07710,Treatment,1,1,0,1,811.96
EXP07711,Control,1,1,0,1,599.27
EXP07712,Treatment,1,1,0,1,775.32
EXP07713,Treatment,0,0,0,0,0.0
EXP07714,Control,1,1,1,0,0.0
EXP07715,Control,1,0,0,0,0.0
EXP07716,Control,1,1,1,0,0.0
EXP07717,Treatment,1,1,1,0,0.0
EXP07718,Control,1,1,1,0,0.0
EXP07719,Treatment,0,0,0,0,0.0
EXP07720,Control,1,1,0,1,787.2
EXP07721,Treatment,0,0,0,0,0.0
EXP07722,Control,1,1,1,0,0.0
EXP07723,Control,1,1,0,1,849.07
EXP07724,Treatment,1,1,0,1,407.63
EXP07725,Control,1,1,0,1,912.33
EXP07726,Control,1,1,0,1,713.19
EXP07727,Control,1,0,0,0,0.0
EXP07728,Control,1,1,0,1,870.61
EXP07729,Treatment,1,0,0,0,0.0
EXP07730,Control,1,1,0,1,1235.44
EXP07731,Control,1,1,0,1,1014.86
EXP07732,Control,1,1,0,1,925.54
EXP07733,Treatment,0,0,0,0,0.0
EXP07734,Control,1,1,0,1,643.93
EXP07735,Treatment,0,0,0,0,0.0
EXP07736,Treatment,1,1,0,1,1100.8
EXP07737,Control,1,1,0,1,675.25
EXP07738,Control,1,1,0,1,1036.04
EXP07739,Control,1,1,1,0,0.0
EXP07740,Control,1,1,0,1,650.85
EXP07741,Control,0,0,0,0,0.0
EXP07742,Control,1,1,0,1,681.72
EXP07743,Control,1,1,0,1,1019.72
EXP07744,Control,1,1,0,1,1407.82
EXP07745,Control,1,1,0,1,393.39
EXP07746,Treatment,1,1,0,1,1153.18
EXP07747,Treatment,1,1,0,1,715.5
EXP07748,Control,0,0,0,0,0.0
EXP07749,Treatment,1,1,0,1,928.01
EXP07750,Treatment,1,1,0,1,1019.38
EXP07751,Treatment,1,1,0,1,1171.93
EXP07752,Control,1,1,0,1,749.08
EXP07753,Treatment,1,1,0,1,1047.54
EXP07754,Treatment,1,1,0,1,841.1
EXP07755,Treatment,1,1,0,1,544.62
EXP07756,Treatment,1,1,0,1,865.11
EXP07757,Treatment,1,1,0,1,905.78
EXP07758,Treatment,0,0,0,0,0.0
EXP07759,Control,0,0,0,0,0.0
EXP07760,Treatment,1,1,0,1,521.39
EXP07761,Control,1,1,0,1,1100.76
EXP07762,Treatment,0,0,0,0,0.0
EXP07763,Control,1,1,0,1,318.21
EXP07764,Control,1,1,0,1,657.06
EXP07765,Control,0,0,0,0,0.0
EXP07766,Control,1,1,1,0,0.0
EXP07767,Control,1,1,0,1,822.31
EXP07768,Treatment,1,1,0,1,436.09
EXP07769,Control,1,1,0,1,465.79
EXP07770,Treatment,1,1,0,1,1428.69
EXP07771,Control,1,1,0,1,835.14
EXP07772,Control,1,1,0,1,556.14
EXP07773,Treatment,1,1,0,1,631.14
EXP07774,Treatment,1,1,0,1,824.79
EXP07775,Control,1,1,0,1,557.03
EXP07776,Treatment,1,1,0,1,994.56
EXP07777,Control,1,1,0,1,598.45
